,Friend A,Friend B,Friendliness,Friend 0,Friend 1
3471,,,1.4901455534904127e-05,EGY,SVK
3472,,,9.827001334002317e-06,EGY,SVN
3473,,,5.026352798835724e-06,EGY,SWE
3474,,,6.790927091501447e-10,EGY,SWZ
3475,,,3.1233031316982274e-08,EGY,SYC
3476,,,4.6983036879436293e-07,EGY,TGO
3477,,,8.461149068668073e-06,EGY,THA
3478,,,9.295509093668477e-05,EGY,TUN
3479,,,0.0011043408977884502,EGY,TUR
3480,,,2.6252090206323757e-06,EGY,URY
3481,,,0.00027692732215271157,EGY,USA
3482,,,3.690462007359992e-08,EGY,UZB
3483,,,6.264577445649331e-08,EGY,VCT
3484,,,1.1751849584981706e-06,EGY,VNM
3485,,,0.012443404628275688,EGY,YEM
3486,,,2.592622261022906e-06,EGY,ZAF
3487,,,3.0724567155083177e-09,EGY,ZMB
3488,,,6.188435663904999e-09,EGY,ZWE
3489,,,0.0,ESP,EST
3490,,,5.1655369249147134e-05,ESP,FIN
3491,,,2.3903234730862295e-07,ESP,FJI
3492,,,0.011176368498943328,ESP,FRA
3493,,,0.0019688198100075685,ESP,GBR
3494,,,1.460788692217858e-06,ESP,GEO
3495,,,1.0491172989371727e-05,ESP,GHA
3496,,,6.830362512253604e-07,ESP,GMB
3497,,,0.00027459023547752925,ESP,GRC
3498,,,9.969891733511443e-06,ESP,GTM
3499,,,2.269366719483596e-08,ESP,GUY
3500,,,1.1574033537283659e-05,ESP,HKG
3501,,,2.590380013995121e-06,ESP,HND
3502,,,3.1477858525738806e-05,ESP,HRV
3503,,,0.00017869446826676404,ESP,HUN
3504,,,1.5522075543532253e-05,ESP,IDN
3505,,,5.8131042380621815e-05,ESP,IND
3506,,,8.703304735670343e-05,ESP,IRL
3507,,,2.053989509323032e-05,ESP,ISL
3508,,,8.758119773702826e-05,ESP,ISR
3509,,,0.0040289194493364185,ESP,ITA
3510,,,6.447427617928647e-08,ESP,JAM
3511,,,3.9928589935072255e-06,ESP,JOR
3512,,,4.340045720102683e-05,ESP,JPN
3513,,,1.4026810291796723e-05,ESP,KAZ
3514,,,2.2213340611253838e-06,ESP,KEN
3515,,,2.434369931475393e-10,ESP,KGZ
3516,,,2.086484957845412e-06,ESP,KHM
3517,,,2.8440598771294054e-05,ESP,KOR
3518,,,1.302716793593282e-07,ESP,KWT
3519,,,2.1759257671471806e-09,ESP,LAO
3520,,,4.845707247143528e-10,ESP,LCA
3521,,,1.4949622851897185e-05,ESP,LTU
3522,,,2.7827571138017637e-05,ESP,LUX
3523,,,1.2223750464525875e-05,ESP,LVA
3524,,,0.0,ESP,MAC
3525,,,0.006902353135966366,ESP,MAR
3526,,,2.6258589586102298e-06,ESP,MDA
3527,,,1.6852308663560227e-06,ESP,MDG
3528,,,4.318309122296341e-05,ESP,MEX
3529,,,2.8889708193793995e-06,ESP,MKD
3530,,,2.8353138967063823e-05,ESP,MLT
3531,,,2.107917408144623e-06,ESP,MMR
3532,,,2.369101465090062e-09,ESP,MNG
3533,,,8.860499610877943e-05,ESP,MRT
3534,,,2.1369534856420006e-05,ESP,MUS
3535,,,2.299647243252093e-08,ESP,MWI
3536,,,8.262199811245576e-06,ESP,MYS
3537,,,9.670889920607168e-06,ESP,NAM
3538,,,0.00013187501883663984,ESP,NGA
3539,,,2.2705840938525697e-06,ESP,NIC
3540,,,0.001013588729824793,ESP,NLD
3541,,,8.436163793249925e-05,ESP,NOR
3542,,,1.498172271167055e-06,ESP,NZL
3543,,,6.173131163013661e-06,ESP,OAS
3544,,,2.9499764869806373e-05,ESP,PAK
3545,,,6.704396314191391e-05,ESP,PER
3546,,,5.09763471090107e-06,ESP,PHL
3547,,,0.0005449640545372859,ESP,POL
3548,,,0.018399327749787003,ESP,PRT
3549,,,3.1778941478172277e-06,ESP,PRY
3550,,,1.7785461364995822e-05,ESP,QAT
3551,,,0.00023885176091397733,ESP,ROM
3552,,,4.1078627610901124e-05,ESP,RUS
3553,,,8.128690310243153e-09,ESP,RWA
3554,,,1.4157326243385785e-05,ESP,SAU
3555,,,3.734995750034997e-05,ESP,SEN
3556,,,1.2895333562347635e-05,ESP,SER
3557,,,2.880009926134524e-06,ESP,SGP
3558,,,2.837939892646183e-06,ESP,SLV
3559,,,3.5967581933154845e-06,ESP,STP
3560,,,2.8791094739526e-09,ESP,SUR
3561,,,0.00011048571383291221,ESP,SVK
3562,,,3.563134917002176e-05,ESP,SVN
3563,,,0.00016116229524145865,ESP,SWE
3564,,,3.892147193897242e-08,ESP,SWZ
3565,,,4.158051941320112e-06,ESP,SYC
3566,,,7.685384844649244e-07,ESP,TGO
3567,,,8.111229510384619e-06,ESP,THA
3568,,,9.844568918923661e-05,ESP,TUN
3569,,,0.0006391953079005001,ESP,TUR
3570,,,5.147200837630589e-06,ESP,URY
3571,,,0.00040481984853074925,ESP,USA
3572,,,8.029479587410861e-09,ESP,UZB
3573,,,6.052925735512713e-11,ESP,VCT
3574,,,1.488219742376405e-05,ESP,VNM
3575,,,1.1151998327311563e-06,ESP,WSM
3576,,,0.00012591051169476202,ESP,YEM
3577,,,5.831382884078069e-05,ESP,ZAF
3578,,,7.0180083758897305e-09,ESP,ZMB
3579,,,1.6117060354146746e-09,ESP,ZWE
3580,,,0.0014065469501349911,EST,FIN
3581,,,2.496280666808622e-07,EST,FRA
3582,,,1.0637729992329034e-08,EST,GBR
3583,,,0.0,EST,GEO
3584,,,0.0,EST,GHA
3585,,,0.0,EST,GMB
3586,,,0.0,EST,GRC
3587,,,0.0,EST,GTM
3588,,,0.0,EST,GUY
3589,,,1.5323569536535465e-08,EST,HKG
3590,,,0.0,EST,HND
3591,,,0.0,EST,HRV
3592,,,0.0,EST,HUN
3593,,,0.0,EST,IDN
3594,,,0.0,EST,IND
3595,,,0.0,EST,IRL
3596,,,0.0,EST,ISL
3597,,,1.2029156005681045e-08,EST,ISR
3598,,,0.00037583557055717815,EST,ITA
3599,,,0.0,EST,JAM
3600,,,0.0,EST,JOR
3601,,,0.0,EST,JPN
3602,,,0.0,EST,KAZ
3603,,,0.0,EST,KEN
3604,,,0.0,EST,KGZ
3605,,,0.0,EST,KHM
3606,,,4.626026640815597e-11,EST,KOR
3607,,,0.0,EST,KWT
3608,,,0.0,EST,LAO
3609,,,0.0069252401361323025,EST,LTU
3610,,,0.0,EST,LUX
3611,,,0.02089533550590777,EST,LVA
3612,,,0.0,EST,MAC
3613,,,0.0,EST,MAR
3614,,,0.0,EST,MDA
3615,,,0.0,EST,MDG
3616,,,0.0,EST,MEX
3617,,,0.0,EST,MKD
3618,,,0.0,EST,MLT
3619,,,0.0,EST,MMR
3620,,,0.0,EST,MNG
3621,,,0.0,EST,MRT
3622,,,0.0,EST,MUS
3623,,,0.0,EST,MWI
3624,,,0.0,EST,MYS
3625,,,0.0,EST,NAM
3626,,,0.0,EST,NGA
3627,,,0.0,EST,NIC
3628,,,0.0,EST,NLD
3629,,,1.8448824644471485e-06,EST,NOR
3630,,,0.0,EST,NZL
3631,,,0.0,EST,OAS
3632,,,0.0,EST,PAK
3633,,,0.0,EST,PER
3634,,,0.0,EST,PHL
3635,,,8.271742103500339e-05,EST,POL
3636,,,0.0,EST,PRT
3637,,,0.0,EST,PRY
3638,,,0.0,EST,QAT
3639,,,7.289398440666935e-09,EST,ROM
3640,,,1.698749582261379e-05,EST,RUS
3641,,,0.0,EST,RWA
3642,,,0.0,EST,SAU
3643,,,0.0,EST,SEN
3644,,,2.6753262731848033e-08,EST,SER
3645,,,0.0,EST,SGP
3646,,,0.0,EST,SLV
3647,,,0.0,EST,SUR
3648,,,0.0,EST,SVK
3649,,,0.0,EST,SVN
3650,,,8.472726244934736e-05,EST,SWE
3651,,,0.0,EST,SWZ
3652,,,0.0,EST,SYC
3653,,,0.0,EST,TGO
3654,,,0.0,EST,THA
3655,,,0.0,EST,TUN
3656,,,0.0,EST,TUR
3657,,,0.0,EST,URY
3658,,,5.370849780369147e-06,EST,USA
3659,,,0.0,EST,UZB
3660,,,0.0,EST,VCT
3661,,,4.574426522485802e-08,EST,VNM
3662,,,0.0,EST,YEM
3663,,,0.0,EST,ZAF
3664,,,0.0,EST,ZMB
3665,,,0.0,EST,ZWE
3666,,,0.0001475538864713929,EUN,FJI
3667,,,0.0010269704418261266,EUN,GEO
3668,,,0.0012690001897982936,EUN,GHA
3669,,,0.00010354739103785706,EUN,GMB
3670,,,0.0005218926692801072,EUN,GTM
3671,,,7.814664337050193e-05,EUN,GUY
3672,,,0.017975261621703785,EUN,HKG
3673,,,0.00023293531578067792,EUN,HND
3674,,,0.004888916332155405,EUN,IDN
3675,,,0.02083937680073425,EUN,IND
3676,,,0.0015923370487911665,EUN,ISL
3677,,,0.010587430699140185,EUN,ISR
3678,,,0.0001965214826234705,EUN,JAM
3679,,,0.0018099160032486452,EUN,JOR
3680,,,0.032816715045009666,EUN,JPN
3681,,,0.0030852811415909773,EUN,KAZ
3682,,,0.0009717740239271024,EUN,KEN
3683,,,0.00016322557628655745,EUN,KGZ
3684,,,0.00048198334611834667,EUN,KHM
3685,,,0.023036961108363237,EUN,KOR
3686,,,0.0027663125043997172,EUN,KWT
3687,,,5.195713138982966e-05,EUN,LAO
3688,,,2.543755450255516e-05,EUN,LCA
3689,,,0.0005579025923432053,EUN,MAC
3690,,,0.01168930920509484,EUN,MAR
3691,,,0.0014516492550734554,EUN,MDA
3692,,,0.00033197349285275064,EUN,MDG
3693,,,0.0190367876491836,EUN,MEX
3694,,,0.0030011263640169514,EUN,MKD
3695,,,0.00031446266578041035,EUN,MMR
3696,,,0.00024676594779903015,EUN,MNG
3697,,,0.0003992329004510399,EUN,MRT
3698,,,0.0006427772399135993,EUN,MUS
3699,,,7.614751639200934e-05,EUN,MWI
3700,,,0.007066729699305238,EUN,MYS
3701,,,0.00020858345724299632,EUN,NAM
3702,,,0.006445077402238564,EUN,NGA
3703,,,9.36358389492105e-05,EUN,NIC
3704,,,0.02686101918688104,EUN,NOR
3705,,,0.0029263291584349115,EUN,NZL
3706,,,0.012297869771021106,EUN,OAS
3707,,,0.0026696405198558203,EUN,PAK
3708,,,0.0019152796477438852,EUN,PER
3709,,,0.003971006639396896,EUN,PHL
3710,,,0.00031510332360179234,EUN,PRY
3711,,,0.006030268646900226,EUN,QAT
3712,,,0.04417732047729853,EUN,RUS
3713,,,0.00010674993999159178,EUN,RWA
3714,,,0.014258472430965037,EUN,SAU
3715,,,0.0018528028438056106,EUN,SEN
3716,,,0.00812912225936079,EUN,SER
3717,,,0.017068388215693984,EUN,SGP
3718,,,0.000416350130464032,EUN,SLV
3719,,,3.102723118194304e-05,EUN,STP
3720,,,0.00017276709607410936,EUN,SUR
3721,,,1.9491588780937955e-05,EUN,SWZ
3722,,,0.00014476060889901318,EUN,SYC
3723,,,0.0010992018573172636,EUN,TGO
3724,,,0.007254044884880574,EUN,THA
3725,,,0.005438227009834148,EUN,TUN
3726,,,0.03608421650587176,EUN,TUR
3727,,,0.0006878416944225581,EUN,URY
3728,,,0.21691464259028975,EUN,USA
3729,,,0.0012379298236468955,EUN,UZB
3730,,,3.191928150304593e-05,EUN,VCT
3731,,,0.005731963093466844,EUN,VNM
3732,,,4.081062539755107e-06,EUN,WSM
3733,,,0.00035555481773384353,EUN,YEM
3734,,,0.01220264646399492,EUN,ZAF
3735,,,0.00023808027046019932,EUN,ZMB
3736,,,9.405952797070057e-05,EUN,ZWE
3737,,,7.875088213746458e-10,FIN,FJI
3738,,,0.00011258785402433813,FIN,FRA
3739,,,0.00014170860837432674,FIN,GBR
3740,,,1.677106707669656e-08,FIN,GEO
3741,,,2.7793089957247936e-08,FIN,GHA
3742,,,1.0685147208507561e-08,FIN,GMB
3743,,,1.0148267141300083e-05,FIN,GRC
3744,,,2.954948717376396e-07,FIN,GTM
3745,,,9.040864216839423e-05,FIN,GUY
3746,,,1.0573343488076115e-06,FIN,HKG
3747,,,1.507460061021734e-07,FIN,HND
3748,,,1.067577237754654e-06,FIN,HRV
3749,,,1.358955287809751e-05,FIN,HUN
3750,,,1.5508150510565097e-06,FIN,IDN
3751,,,6.220795238515075e-06,FIN,IND
3752,,,4.755815369037709e-06,FIN,IRL
3753,,,8.489864270620878e-07,FIN,ISL
3754,,,2.3098520774841617e-06,FIN,ISR
3755,,,0.00013204447519211615,FIN,ITA
3756,,,0.0,FIN,JAM
3757,,,4.002001980250061e-09,FIN,JOR
3758,,,1.1740488292562113e-05,FIN,JPN
3759,,,7.064311329019079e-06,FIN,KAZ
3760,,,8.432013594748263e-07,FIN,KEN
3761,,,4.309647087683057e-09,FIN,KGZ
3762,,,3.6165145511697657e-07,FIN,KHM
3763,,,6.315313714158955e-06,FIN,KOR
3764,,,1.4441372957757342e-11,FIN,KWT
3765,,,1.7644914046949352e-05,FIN,LAO
3766,,,1.254758777758684e-10,FIN,LCA
3767,,,0.00016102598504675456,FIN,LTU
3768,,,1.3933701398575805e-06,FIN,LUX
3769,,,0.00023243849614380826,FIN,LVA
3770,,,0.00010068440366062218,FIN,MAC
3771,,,6.065087094643538e-07,FIN,MAR
3772,,,7.323197609937777e-08,FIN,MDA
3773,,,1.3938915433992328e-07,FIN,MDG
3774,,,1.9143712938515546e-06,FIN,MEX
3775,,,1.8703607771076678e-07,FIN,MKD
3776,,,3.863596665501202e-07,FIN,MLT
3777,,,4.125521755710547e-08,FIN,MMR
3778,,,3.4481539830216427e-09,FIN,MNG
3779,,,0.00010062056438820691,FIN,MRT
3780,,,8.734251774493302e-08,FIN,MUS
3781,,,7.865203481819515e-13,FIN,MWI
3782,,,1.307579636598767e-06,FIN,MYS
3783,,,1.906966166878833e-09,FIN,NAM
3784,,,8.798772809921785e-09,FIN,NGA
3785,,,5.3329886905861166e-09,FIN,NIC
3786,,,0.0005295979011062272,FIN,NLD
3787,,,0.00036844693264639265,FIN,NOR
3788,,,3.2439726339223e-07,FIN,NZL
3789,,,2.7245568372680573e-06,FIN,OAS
3790,,,9.072834097725847e-07,FIN,PAK
3791,,,1.9155313734907018e-06,FIN,PER
3792,,,2.125052560238272e-06,FIN,PHL
3793,,,0.0002161279526596433,FIN,POL
3794,,,1.5504034983032014e-05,FIN,PRT
3795,,,2.1160159846224265e-09,FIN,PRY
3796,,,3.0457851859499376e-08,FIN,QAT
3797,,,8.394324925296226e-06,FIN,ROM
3798,,,0.0013013561755688004,FIN,RUS
3799,,,1.214681505790361e-05,FIN,RWA
3800,,,1.1861741893270386e-07,FIN,SAU
3801,,,2.1229360048446779e-07,FIN,SEN
3802,,,6.446360284272352e-07,FIN,SER
3803,,,8.289262611373627e-07,FIN,SGP
3804,,,2.6558433737491782e-08,FIN,SLV
3805,,,0.0001752319932576116,FIN,SUR
3806,,,6.41907952781962e-06,FIN,SVK
3807,,,2.711479723348339e-06,FIN,SVN
3808,,,0.007314028956724056,FIN,SWE
3809,,,1.712941065753786e-12,FIN,SWZ
3810,,,8.822374707433984e-08,FIN,SYC
3811,,,8.383653800502006e-10,FIN,TGO
3812,,,2.224244403866041e-06,FIN,THA
3813,,,4.466225199056021e-07,FIN,TUN
3814,,,1.9181186880792435e-05,FIN,TUR
3815,,,1.8075925105591682e-07,FIN,URY
3816,,,8.241394447170425e-05,FIN,USA
3817,,,0.0006612881781007965,FIN,UZB
3818,,,1.5983157192665373e-07,FIN,VCT
3819,,,7.323670521340766e-07,FIN,VNM
3820,,,7.478818814517827e-06,FIN,WSM
3821,,,0.0002483663461098357,FIN,YEM
3822,,,2.8888135959711348e-06,FIN,ZAF
3823,,,7.561173235019943e-10,FIN,ZMB
3824,,,2.788506062619017e-11,FIN,ZWE
3825,,,2.759708258118986e-06,FJI,FRA
3826,,,4.813066606072535e-07,FJI,GBR
3827,,,2.2431674793451717e-06,FJI,GEO
3828,,,2.099883583383546e-06,FJI,GHA
3829,,,9.270018511725081e-11,FJI,GRC
3830,,,1.6747904426781757e-07,FJI,HKG
3831,,,1.9930015420716313e-05,FJI,HRV
3832,,,9.237640969845918e-12,FJI,HUN
3833,,,1.1098137231874279e-07,FJI,IDN
3834,,,7.010113153658085e-07,FJI,IND
3835,,,3.798885610623547e-15,FJI,IRL
3836,,,3.7923363223157187e-10,FJI,ISR
3837,,,1.0078652224220625e-07,FJI,ITA
3838,,,0.003590239409615204,FJI,JAM
3839,,,0.0,FJI,JOR
3840,,,3.6476652490987817e-06,FJI,JPN
3841,,,1.4022688580588294e-06,FJI,KEN
3842,,,5.382827442882672e-07,FJI,KGZ
3843,,,1.6011020787431189e-09,FJI,KHM
3844,,,3.023951047060986e-06,FJI,KOR
3845,,,7.488326205972824e-05,FJI,KWT
3846,,,5.49836367510028e-06,FJI,LTU
3847,,,1.6161960266539694e-06,FJI,LUX
3848,,,1.0095010773206752e-11,FJI,LVA
3849,,,0.0002614388946017641,FJI,MAC
3850,,,5.479156818883901e-05,FJI,MAR
3851,,,3.331350581107784e-06,FJI,MEX
3852,,,1.8984163913689328e-10,FJI,MLT
3853,,,1.5608022313794387e-09,FJI,MMR
3854,,,2.82501627308123e-06,FJI,MNG
3855,,,1.1988050788066264e-05,FJI,MUS
3856,,,0.00012153710025727661,FJI,MWI
3857,,,3.903221784289373e-07,FJI,MYS
3858,,,2.1208326331313168e-13,FJI,NAM
3859,,,9.874971208166054e-07,FJI,NGA
3860,,,2.1410903729484982e-07,FJI,NLD
3861,,,6.285954757271583e-12,FJI,NOR
3862,,,0.00042907598679817996,FJI,NZL
3863,,,1.0458862209413867e-06,FJI,OAS
3864,,,1.1118923072584514e-08,FJI,PAK
3865,,,4.4758431665659084e-08,FJI,PHL
3866,,,8.509404571809585e-11,FJI,POL
3867,,,3.3518384646525123e-10,FJI,PRT
3868,,,9.795577390997352e-10,FJI,QAT
3869,,,8.784715033396854e-17,FJI,RUS
3870,,,0.0005240269647745178,FJI,SAU
3871,,,3.2598095981540224e-09,FJI,SER
3872,,,7.881272509291584e-06,FJI,SGP
3873,,,2.758527976961857e-12,FJI,SLV
3874,,,6.844783292427886e-15,FJI,SVK
3875,,,5.540977978216567e-08,FJI,SVN
3876,,,4.84782825967884e-10,FJI,SWE
3877,,,3.3516814041834202e-06,FJI,SWZ
3878,,,3.5404676184571825e-06,FJI,TGO
3879,,,2.2082048734773764e-06,FJI,THA
3880,,,4.5603319735007574e-07,FJI,TUN
3881,,,4.0088540807908455e-10,FJI,TUR
3882,,,1.5673603393031975e-05,FJI,USA
3883,,,0.018515274766175108,FJI,VNM
3884,,,0.0006785668331660403,FJI,WSM
3885,,,2.6760747344091944e-08,FJI,ZAF
3886,,,0.00011719557741785542,FJI,ZMB
3887,,,2.2433611062316063e-05,FJI,ZWE
3888,,,0.004672716423489646,FRA,GBR
3889,,,2.3551691709466475e-06,FRA,GEO
3890,,,1.0557144490026388e-05,FRA,GHA
3891,,,1.7685063635252556e-07,FRA,GMB
3892,,,0.00017242106951994473,FRA,GRC
3893,,,3.7210534407656253e-07,FRA,GTM
3894,,,3.981075054943913e-08,FRA,GUY
3895,,,9.835332435138649e-05,FRA,HKG
3896,,,7.818495352804535e-07,FRA,HND
3897,,,3.385487020869103e-05,FRA,HRV
3898,,,0.0003239511644840279,FRA,HUN
3899,,,1.8302424751654837e-05,FRA,IDN
3900,,,0.00018147883685717188,FRA,IND
3901,,,0.00024167011359691728,FRA,IRL
3902,,,1.1215836332612278e-05,FRA,ISL
3903,,,8.165055336445242e-05,FRA,ISR
3904,,,0.00792683390684614,FRA,ITA
3905,,,5.062085926448146e-07,FRA,JAM
3906,,,4.1949301198077365e-07,FRA,JOR
3907,,,0.00015059219261641027,FRA,JPN
3908,,,5.391085930115375e-05,FRA,KAZ
3909,,,4.69562054151522e-06,FRA,KEN
3910,,,9.573235961534186e-09,FRA,KGZ
3911,,,1.1275871718898994e-05,FRA,KHM
3912,,,6.535233241200498e-05,FRA,KOR
3913,,,8.329544675460827e-08,FRA,KWT
3914,,,2.631275010524622e-08,FRA,LAO
3915,,,8.10129837804545e-07,FRA,LCA
3916,,,3.1413830973982453e-05,FRA,LTU
3917,,,0.0008005259994159885,FRA,LUX
3918,,,1.3794621133435368e-05,FRA,LVA
3919,,,2.4286278833479535e-06,FRA,MAC
3920,,,0.002073265177366029,FRA,MAR
3921,,,1.4186642403643243e-06,FRA,MDA
3922,,,0.0001528342589799121,FRA,MDG
3923,,,2.559656069978717e-05,FRA,MEX
3924,,,1.7896352441507106e-06,FRA,MKD
3925,,,0.00010792975460766415,FRA,MLT
3926,,,2.204084161837031e-06,FRA,MMR
3927,,,2.7593766421430113e-08,FRA,MNG
3928,,,1.0309815549468264e-05,FRA,MRT
3929,,,0.00014119381556913554,FRA,MUS
3930,,,8.53781682333928e-08,FRA,MWI
3931,,,1.9278890935964978e-05,FRA,MYS
3932,,,6.308099859926683e-07,FRA,NAM
3933,,,7.818239317841908e-05,FRA,NGA
3934,,,1.690539333567408e-07,FRA,NIC
3935,,,0.0027590927434537295,FRA,NLD
3936,,,0.00022180899187796948,FRA,NOR
3937,,,6.64744688570566e-06,FRA,NZL
3938,,,1.63917106122926e-05,FRA,OAS
3939,,,1.3924934089111826e-05,FRA,PAK
3940,,,2.730621095134255e-06,FRA,PER
3941,,,2.6112937291779316e-05,FRA,PHL
3942,,,0.001193578756267059,FRA,POL
3943,,,0.0018601359828414557,FRA,PRT
3944,,,4.1467986735917484e-07,FRA,PRY
3945,,,5.839764745822565e-05,FRA,QAT
3946,,,0.0005902537828554157,FRA,ROM
3947,,,0.00017070479165169356,FRA,RUS
3948,,,1.840570398591833e-07,FRA,RWA
3949,,,2.31323199612199e-06,FRA,SAU
3950,,,4.519094880691252e-05,FRA,SEN
3951,,,3.3708950786536094e-05,FRA,SER
3952,,,0.00019692064807163515,FRA,SGP
3953,,,6.701561195869732e-08,FRA,SLV
3954,,,1.6722559267870575e-08,FRA,STP
3955,,,6.008059849056571e-08,FRA,SUR
3956,,,0.00041858325574018005,FRA,SVK
3957,,,0.000147641327805926,FRA,SVN
3958,,,0.00042990606062754994,FRA,SWE
3959,,,2.3061051519413957e-08,FRA,SWZ
3960,,,2.534805060356534e-05,FRA,SYC
3961,,,1.9972559052795123e-05,FRA,TGO
3962,,,2.5554366397220713e-05,FRA,THA
3963,,,0.001958373691513562,FRA,TUN
3964,,,0.0005260035873525532,FRA,TUR
3965,,,1.442240283137371e-06,FRA,URY
3966,,,0.0019785945369373724,FRA,USA
3967,,,1.3512529229393877e-08,FRA,UZB
3968,,,3.2905240404067505e-08,FRA,VCT
3969,,,4.559629921670314e-05,FRA,VNM
3970,,,1.6897968787628038e-09,FRA,WSM
3971,,,0.00028665563429510973,FRA,YEM
3972,,,2.659804686971221e-05,FRA,ZAF
3973,,,1.573253915830533e-08,FRA,ZMB
3974,,,1.1007093960013992e-09,FRA,ZWE
3975,,,2.4091855305322755e-06,GBR,GEO
3976,,,2.554755191231755e-05,GBR,GHA
3977,,,1.5353399351521848e-06,GBR,GMB
3978,,,0.00010178422999259012,GBR,GRC
3979,,,1.3640714542643198e-06,GBR,GTM
3980,,,7.653287668094616e-07,GBR,GUY
3981,,,0.0003619571572434111,GBR,HKG
3982,,,3.331489837027982e-07,GBR,HND
3983,,,9.112218601898295e-06,GBR,HRV
3984,,,0.00012038040023621775,GBR,HUN
3985,,,1.489357955733198e-05,GBR,IDN
3986,,,0.0003402386665915992,GBR,IND
3987,,,0.006193526384237953,GBR,IRL
3988,,,8.49823384240187e-05,GBR,ISL
3989,,,0.0003225816007713865,GBR,ISR
3990,,,0.0014519462754851598,GBR,ITA
3991,,,4.8396929524924856e-06,GBR,JAM
3992,,,1.6970241261768654e-06,GBR,JOR
3993,,,0.000350576591764462,GBR,JPN
3994,,,8.464161262386503e-06,GBR,KAZ
3995,,,6.343340632401118e-05,GBR,KEN
3996,,,4.586560248060393e-06,GBR,KGZ
3997,,,8.2433927711143e-06,GBR,KHM
3998,,,0.00010477092893863206,GBR,KOR
3999,,,2.6509301235832376e-07,GBR,KWT
4000,,,1.374733057582086e-07,GBR,LAO
4001,,,4.307232577375613e-06,GBR,LCA
4002,,,5.468573111595304e-05,GBR,LTU
4003,,,2.2541324457101113e-05,GBR,LUX
4004,,,5.98763257146394e-05,GBR,LVA
4005,,,0.0,GBR,MAC
4006,,,4.2859014938613725e-05,GBR,MAR
4007,,,5.561693679833874e-07,GBR,MDA
4008,,,4.913615551224958e-07,GBR,MDG
4009,,,2.354084219320911e-05,GBR,MEX
4010,,,7.398396699166731e-05,GBR,MKD
4011,,,5.6322053622219465e-05,GBR,MLT
4012,,,2.634373445909781e-06,GBR,MMR
4013,,,1.8609497693212659e-06,GBR,MNG
4014,,,5.757510525801715e-09,GBR,MRT
4015,,,2.3680435665215045e-05,GBR,MUS
4016,,,1.2983921632482302e-06,GBR,MWI
4017,,,3.407455446179618e-05,GBR,MYS
4018,,,1.4378761132734621e-06,GBR,NAM
4019,,,7.758939524497193e-05,GBR,NGA
4020,,,1.342275292228086e-07,GBR,NIC
4021,,,0.0050625299185766,GBR,NLD
4022,,,0.0019763826341340283,GBR,NOR
4023,,,5.710503385397887e-05,GBR,NZL
4024,,,4.158306671647435e-05,GBR,OAS
4025,,,0.0001428383977245742,GBR,PAK
4026,,,4.469833545578707e-06,GBR,PER
4027,,,1.3599046331900965e-05,GBR,PHL
4028,,,0.0008839403351323512,GBR,POL
4029,,,0.0002620538678517338,GBR,PRT
4030,,,9.28512975223863e-07,GBR,PRY
4031,,,0.0001541568475989665,GBR,QAT
4032,,,0.0001307326943721475,GBR,ROM
4033,,,0.00021516976667412327,GBR,RUS
4034,,,1.8161514032481297e-06,GBR,RWA
4035,,,7.707164290010631e-06,GBR,SAU
4036,,,7.185791458044015e-06,GBR,SEN
4037,,,8.36501535504168e-06,GBR,SER
4038,,,0.0001754195781054343,GBR,SGP
4039,,,1.860478978308712e-07,GBR,SLV
4040,,,3.902850670186078e-07,GBR,STP
4041,,,1.721317955203391e-08,GBR,SUR
4042,,,0.00014354572148796594,GBR,SVK
4043,,,1.3453335009964204e-05,GBR,SVN
4044,,,0.0007202021133329182,GBR,SWE
4045,,,5.0887177367577886e-08,GBR,SWZ
4046,,,2.0567160559480138e-05,GBR,SYC
4047,,,5.75890801603661e-08,GBR,TGO
4048,,,5.151147215744481e-05,GBR,THA
4049,,,1.020969770401103e-05,GBR,TUN
4050,,,0.0008509422188600073,GBR,TUR
4051,,,2.087666035148271e-06,GBR,URY
4052,,,0.006753876934849056,GBR,USA
4053,,,3.825365676652221e-08,GBR,UZB
4054,,,3.4972256942219964e-07,GBR,VCT
4055,,,3.627882249337858e-05,GBR,VNM
4056,,,1.8958753983144082e-09,GBR,WSM
4057,,,0.0001245348388897819,GBR,YEM
4058,,,0.00026788488971075166,GBR,ZAF
4059,,,8.677129373490593e-07,GBR,ZMB
4060,,,3.117726494983614e-08,GBR,ZWE
4061,,,3.9397668815327544e-13,GEO,GHA
4062,,,4.114783530875906e-06,GEO,GRC
4063,,,2.0667230047371344e-05,GEO,GTM
4064,,,5.0276090511371103e-08,GEO,HKG
4065,,,1.5489315337482292e-05,GEO,HND
4066,,,5.6379039481019086e-08,GEO,HRV
4067,,,2.0535706969389968e-07,GEO,HUN
4068,,,1.0659916611407455e-07,GEO,IDN
4069,,,4.0682511032412774e-07,GEO,IND
4070,,,1.3721699403915197e-08,GEO,IRL
4071,,,1.0018847604906426e-09,GEO,ISL
4072,,,1.7281685082127689e-06,GEO,ISR
4073,,,9.62154774895682e-06,GEO,ITA
4074,,,0.021181151829832125,GEO,JAM
4075,,,5.243562615246936e-09,GEO,JOR
4076,,,2.3846659190489686e-06,GEO,JPN
4077,,,1.0323423551118028e-05,GEO,KAZ
4078,,,5.906320485057519e-07,GEO,KEN
4079,,,2.0138638773391567e-06,GEO,KGZ
