,Friend A,Friend B,Friendliness,Friend 0,Friend 1
610,,,2.3528545008125148e-11,AUS,UZB
611,,,3.6373492432133798e-06,AUS,VCT
612,,,0.0002085655290560951,AUS,VNM
613,,,1.1297654252093235e-05,AUS,WSM
614,,,0.0006615575284003432,AUS,YEM
615,,,3.275313300668719e-05,AUS,ZAF
616,,,4.763123402095185e-09,AUS,ZMB
617,,,3.9560175332163365e-11,AUS,ZWE
618,,,4.7223757424522955e-06,AUT,AZE
619,,,2.0675435858246244e-06,AUT,BDI
620,,,0.0001849273641680635,AUT,BEL
621,,,3.890051073229107e-11,AUT,BEN
622,,,2.2948086880732296e-10,AUT,BFA
623,,,9.706251523378463e-05,AUT,BGR
624,,,0.00027529943757859,AUT,BIH
625,,,5.028885092711904e-07,AUT,BLR
626,,,0.0,AUT,BLZ
627,,,8.709586878122961e-11,AUT,BMU
628,,,3.2690653346844306e-06,AUT,BRA
629,,,6.008824201589908e-12,AUT,BRB
630,,,4.806969576913094e-11,AUT,BRN
631,,,2.6166957236628578e-11,AUT,BWA
632,,,3.5439896206211567e-06,AUT,CAN
633,,,0.0010221601770662404,AUT,CHE
634,,,1.4659363513832056e-06,AUT,CHL
635,,,3.511969917355339e-05,AUT,CHN
636,,,1.2563283038423325e-09,AUT,CIV
637,,,1.118458408443695e-10,AUT,COG
638,,,3.998714886395725e-08,AUT,COL
639,,,5.7569414662394367e-08,AUT,COM
640,,,3.736106351328747e-06,AUT,CPV
641,,,4.062307918281772e-09,AUT,CRI
642,,,4.50152419681954e-06,AUT,CYP
643,,,0.0015063698311079728,AUT,CZE
644,,,0.01389601163442129,AUT,DEU
645,,,3.048774586566823e-05,AUT,DNK
646,,,5.027326985238865e-09,AUT,ECU
647,,,8.551982801886327e-07,AUT,EGY
648,,,0.00012935392762525294,AUT,ESP
649,,,0.0,AUT,EST
650,,,2.6560708236927397e-05,AUT,FIN
651,,,6.295715981658408e-11,AUT,FJI
652,,,0.00035428895394895896,AUT,FRA
653,,,0.00014781898387650997,AUT,GBR
654,,,4.4848104986006873e-07,AUT,GEO
655,,,1.7963490139196254e-09,AUT,GHA
656,,,7.554547167799469e-06,AUT,GMB
657,,,2.9891164458684046e-05,AUT,GRC
658,,,3.5184132097363296e-09,AUT,GTM
659,,,2.6624432208577876e-09,AUT,GUY
660,,,4.9908292000899165e-06,AUT,HKG
661,,,6.719453954718334e-10,AUT,HND
662,,,0.0005079285994499939,AUT,HRV
663,,,0.001650782576159873,AUT,HUN
664,,,2.7170006314033827e-07,AUT,IDN
665,,,8.5169591520127e-06,AUT,IND
666,,,6.098277691342914e-06,AUT,IRL
667,,,8.458604450567024e-08,AUT,ISL
668,,,3.3218327048991837e-06,AUT,ISR
669,,,0.0013592554668457972,AUT,ITA
670,,,8.470900783412693e-10,AUT,JAM
671,,,4.455624387454229e-08,AUT,JOR
672,,,1.7930376934325315e-05,AUT,JPN
673,,,5.93263043006637e-08,AUT,KAZ
674,,,3.561345491459759e-08,AUT,KEN
675,,,1.6922163855029129e-09,AUT,KGZ
676,,,3.1116111982948054e-07,AUT,KHM
677,,,1.2285619846447885e-05,AUT,KOR
678,,,6.543441523690021e-11,AUT,KWT
679,,,1.609875048654714e-09,AUT,LAO
680,,,6.052005849460478e-06,AUT,LCA
681,,,1.2715324465037276e-05,AUT,LTU
682,,,2.2335076343889546e-05,AUT,LUX
683,,,5.623788477445917e-06,AUT,LVA
684,,,2.321211041797441e-05,AUT,MAC
685,,,7.196026238791777e-06,AUT,MAR
686,,,7.79802093461303e-06,AUT,MDA
687,,,1.47929233387452e-09,AUT,MDG
688,,,3.34128237457066e-06,AUT,MEX
689,,,7.474595892874604e-06,AUT,MKD
690,,,1.6114606293259725e-06,AUT,MLT
691,,,2.355220997919681e-08,AUT,MMR
692,,,9.373132944930786e-08,AUT,MNG
693,,,0.00010072547083883283,AUT,MRT
694,,,1.1667133251445809e-07,AUT,MUS
695,,,1.864669318293824e-09,AUT,MWI
696,,,1.3901802369863554e-06,AUT,MYS
697,,,1.4063124557257639e-08,AUT,NAM
698,,,0.0006779692578495769,AUT,NGA
699,,,2.2582155857103696e-09,AUT,NIC
700,,,0.00023298110728400796,AUT,NLD
701,,,1.4440903592825396e-05,AUT,NOR
702,,,4.898536037858403e-07,AUT,NZL
703,,,5.108903390127876e-06,AUT,OAS
704,,,5.325215344891726e-07,AUT,PAK
705,,,2.969212846354693e-08,AUT,PER
706,,,1.3388930656913292e-06,AUT,PHL
707,,,0.0007180009267487689,AUT,POL
708,,,2.537142499556746e-05,AUT,PRT
709,,,1.7645971216421036e-08,AUT,PRY
710,,,2.313061713138589e-07,AUT,QAT
711,,,0.0003598249745593549,AUT,ROM
712,,,0.00012680003110975092,AUT,RUS
713,,,2.0885768367049285e-08,AUT,RWA
714,,,4.357879952781865e-08,AUT,SAU
715,,,1.4300355876227044e-08,AUT,SEN
716,,,0.00017678192346429534,AUT,SER
717,,,1.4073101586485253e-06,AUT,SGP
718,,,5.825491655922659e-09,AUT,SLV
719,,,4.803183872440174e-08,AUT,STP
720,,,6.21318975124996e-11,AUT,SUR
721,,,0.0011559857495670877,AUT,SVK
722,,,0.001399150389939802,AUT,SVN
723,,,0.00010769153963628735,AUT,SWE
724,,,2.270721237335973e-09,AUT,SWZ
725,,,1.1349186639578504e-11,AUT,SYC
726,,,3.922675795531722e-10,AUT,TGO
727,,,3.330022336398479e-06,AUT,THA
728,,,4.504915244776639e-06,AUT,TUN
729,,,4.8428984172081495e-05,AUT,TUR
730,,,2.9116703588716664e-08,AUT,URY
731,,,0.0002512295793295683,AUT,USA
732,,,2.0590500096807642e-08,AUT,UZB
733,,,2.284269171184049e-10,AUT,VCT
734,,,2.04795839022677e-05,AUT,VNM
735,,,7.483674117262688e-07,AUT,WSM
736,,,5.9649527327511367e-05,AUT,YEM
737,,,3.0081116500400466e-06,AUT,ZAF
738,,,1.5980354184305408e-08,AUT,ZMB
739,,,1.0824325307052422e-10,AUT,ZWE
740,,,4.5021081409852415e-08,AZE,BEL
741,,,2.27337990251503e-06,AZE,BGR
742,,,3.7127888544284766e-11,AZE,BIH
743,,,5.682334529164396e-06,AZE,BLR
744,,,8.229448682396791e-07,AZE,BMU
745,,,1.508299082205108e-08,AZE,BRA
746,,,1.3271825772836211e-06,AZE,BRN
747,,,1.0676791976045302e-07,AZE,CAN
748,,,3.069778519364221e-06,AZE,CHE
749,,,1.3589868215814724e-05,AZE,CHL
750,,,9.459889952052951e-06,AZE,CHN
751,,,8.559523063557545e-12,AZE,COG
752,,,4.761826246999107e-11,AZE,COL
753,,,2.988053945920892e-07,AZE,CYP
754,,,9.789401015774074e-06,AZE,CZE
755,,,1.6818793290338523e-05,AZE,DEU
756,,,6.704667584295596e-09,AZE,DNK
757,,,1.3748906265764781e-11,AZE,ECU
758,,,1.840564059113971e-07,AZE,EGY
759,,,8.087086815555788e-06,AZE,ESP
760,,,0.0,AZE,EST
761,,,0.0019823608950358023,AZE,EUN
762,,,3.069039091246173e-08,AZE,FIN
763,,,7.883223562330587e-06,AZE,FRA
764,,,0.00012423779282260677,AZE,GBR
765,,,0.001341546275987272,AZE,GEO
766,,,1.0645908729020088e-11,AZE,GHA
767,,,3.015875696915114e-06,AZE,GRC
768,,,1.887390111823906e-07,AZE,GUY
769,,,1.3774072006936113e-08,AZE,HKG
770,,,1.997184078232568e-06,AZE,HRV
771,,,1.1303011700285848e-08,AZE,HUN
772,,,2.7321806200278677e-10,AZE,IDN
773,,,8.212649952394334e-06,AZE,IND
774,,,9.955251737383569e-11,AZE,IRL
775,,,2.691535370322523e-10,AZE,ISL
776,,,0.00013408515226128844,AZE,ISR
777,,,0.00018473418257233015,AZE,ITA
778,,,1.9627450487530125e-10,AZE,JOR
779,,,4.129760360727123e-07,AZE,JPN
780,,,3.2846028036227416e-06,AZE,KAZ
781,,,6.34600141846948e-12,AZE,KEN
782,,,2.7900031568805564e-07,AZE,KGZ
783,,,1.0400645703458948e-09,AZE,KOR
784,,,1.05336087926108e-12,AZE,KWT
785,,,1.4842813420576473e-07,AZE,LTU
786,,,1.7212009948478829e-06,AZE,LUX
787,,,5.638192493404507e-08,AZE,LVA
788,,,2.4113003601677233e-12,AZE,MAR
789,,,3.5434876999138835e-07,AZE,MDA
790,,,1.2298384048483226e-10,AZE,MEX
791,,,8.901043191748349e-10,AZE,MKD
792,,,3.6149629952880333e-09,AZE,MLT
793,,,1.8461384660986668e-06,AZE,MMR
794,,,1.0164225298933234e-11,AZE,MNG
795,,,6.177007305674933e-08,AZE,MRT
796,,,3.770893525692815e-09,AZE,MYS
797,,,3.0598838551899575e-13,AZE,NAM
798,,,1.631013680039429e-05,AZE,NGA
799,,,1.3484515877386565e-06,AZE,NLD
800,,,1.5869779497669477e-07,AZE,NOR
801,,,1.8819764442065203e-09,AZE,NZL
802,,,1.3014775518435158e-07,AZE,OAS
803,,,1.0910123432159776e-08,AZE,PAK
804,,,5.18650321068933e-07,AZE,PER
805,,,4.36607846686564e-13,AZE,PHL
806,,,6.101207698434243e-08,AZE,POL
807,,,8.709947561034587e-07,AZE,PRT
808,,,4.2474139291939166e-10,AZE,QAT
809,,,5.146682996721909e-06,AZE,ROM
810,,,0.0001999124430029177,AZE,RUS
811,,,0.0003751743654558205,AZE,RWA
812,,,1.5188465242337389e-09,AZE,SAU
813,,,2.3251652831169724e-11,AZE,SEN
814,,,7.984013910334234e-09,AZE,SER
815,,,4.141422876031567e-09,AZE,SGP
816,,,5.215943005962846e-07,AZE,SLV
817,,,3.5372507962893226e-09,AZE,SVK
818,,,6.779435340043914e-10,AZE,SVN
819,,,3.1320737569048243e-09,AZE,SWE
820,,,7.540277347445413e-07,AZE,THA
821,,,1.1272553315792824e-10,AZE,TUN
822,,,0.0014418787361823004,AZE,TUR
823,,,5.881247798890108e-06,AZE,URY
824,,,3.2345087663988024e-07,AZE,USA
825,,,4.664460909693684e-06,AZE,UZB
826,,,2.291125074472595e-08,AZE,VNM
827,,,9.922599563608272e-06,AZE,YEM
828,,,1.0080892356999711e-11,AZE,ZAF
829,,,2.4491525008473818e-06,BDI,BEL
830,,,2.820525303091608e-10,BDI,BEN
831,,,2.44303614209007e-11,BDI,BFA
832,,,1.1468013318650654e-09,BDI,BGR
833,,,9.270244549960079e-07,BDI,BRA
834,,,1.204586200904529e-08,BDI,CAN
835,,,4.9235322618982337e-08,BDI,CHE
836,,,8.156773511637859e-07,BDI,CHN
837,,,6.778287226981023e-09,BDI,CIV
838,,,2.717244000799432e-10,BDI,COG
839,,,6.287115222292935e-08,BDI,CRI
840,,,0.00018993924501034117,BDI,CYP
841,,,2.907511227028409e-10,BDI,CZE
842,,,3.6703130886220453e-07,BDI,DEU
843,,,2.182395297608857e-09,BDI,DNK
844,,,8.847593122706003e-06,BDI,EGY
845,,,2.2081452511814764e-06,BDI,ESP
846,,,3.9579559052005374e-05,BDI,EUN
847,,,3.0303747527375257e-07,BDI,FIN
848,,,6.479383010312468e-08,BDI,FRA
849,,,3.250677916294557e-07,BDI,GBR
850,,,9.508345782884233e-06,BDI,GEO
851,,,2.1540672561624844e-10,BDI,GHA
852,,,6.704143334874427e-06,BDI,GRC
853,,,3.819488358074732e-06,BDI,HKG
854,,,9.209641044893869e-07,BDI,HUN
855,,,4.358948754200354e-06,BDI,IDN
856,,,3.2381143095965946e-07,BDI,IND
857,,,7.235191664422023e-13,BDI,IRL
858,,,5.499623699869109e-08,BDI,ITA
859,,,1.9883961977906627e-08,BDI,JPN
860,,,0.00016234563255009815,BDI,KEN
861,,,5.970268540870148e-10,BDI,KOR
862,,,3.497313956691553e-08,BDI,KWT
863,,,1.6960200706074458e-05,BDI,LCA
864,,,2.9618314863095387e-06,BDI,LTU
865,,,4.149538174321056e-05,BDI,LVA
866,,,5.747299119043039e-09,BDI,MAR
867,,,2.8694395936561845e-06,BDI,MDG
868,,,0.0021078593117222558,BDI,MLT
869,,,1.89429307572843e-09,BDI,MRT
870,,,3.763440365387178e-08,BDI,MUS
871,,,2.6059796889565145e-07,BDI,MWI
872,,,3.5484794833070274e-09,BDI,MYS
873,,,8.049279374327339e-08,BDI,NAM
874,,,4.299668341986675e-11,BDI,NGA
875,,,6.841177212336641e-09,BDI,NLD
876,,,4.092574560178397e-10,BDI,NOR
877,,,9.566046921890255e-10,BDI,NZL
878,,,1.2532162134113563e-10,BDI,OAS
879,,,8.615164516693901e-07,BDI,PAK
880,,,4.1325283674191276e-07,BDI,PER
881,,,1.7628769556597324e-06,BDI,PHL
882,,,1.1407058918793013e-11,BDI,POL
883,,,1.4268876619439291e-05,BDI,PRT
884,,,3.912420310216912e-07,BDI,QAT
885,,,2.02550498120428e-06,BDI,ROM
886,,,6.57225408663931e-10,BDI,RUS
887,,,0.0004851686199840362,BDI,RWA
888,,,7.513581700830465e-07,BDI,SAU
889,,,4.45671824753453e-11,BDI,SEN
890,,,1.359765198175441e-09,BDI,SGP
891,,,8.320293733817419e-07,BDI,SVK
892,,,1.8338774147001182e-05,BDI,SVN
893,,,1.1512435581855014e-06,BDI,SWE
894,,,6.255271264303637e-11,BDI,SWZ
895,,,0.0016931149791325067,BDI,SYC
896,,,0.00027835756486733104,BDI,TGO
897,,,6.363083615812367e-06,BDI,THA
898,,,5.189081633330828e-10,BDI,TUN
899,,,3.2336056158333987e-08,BDI,TUR
900,,,1.777632614540278e-08,BDI,USA
901,,,0.004387213810377685,BDI,VNM
902,,,1.0941711476365114e-07,BDI,ZAF
903,,,1.997088091283998e-05,BDI,ZMB
904,,,7.508969774271791e-06,BDI,ZWE
905,,,1.354028811128841e-06,BEL,BEN
906,,,1.2253810720935848e-06,BEL,BFA
907,,,6.0084129970071505e-05,BEL,BGR
908,,,1.3471144369378756e-06,BEL,BIH
909,,,2.3883450469749965e-06,BEL,BLR
910,,,3.136287076129125e-08,BEL,BLZ
911,,,1.0386103285344579e-08,BEL,BMU
912,,,0.00010803264193824017,BEL,BRA
913,,,1.2999448194202342e-09,BEL,BRB
914,,,5.672154912258099e-09,BEL,BRN
915,,,6.088578457454026e-05,BEL,BWA
916,,,5.267191567159884e-05,BEL,CAN
917,,,0.00025530925217507347,BEL,CHE
918,,,9.514239271675917e-06,BEL,CHL
919,,,0.00013046150946836437,BEL,CHN
920,,,3.1854747017557875e-05,BEL,CIV
921,,,1.4097854768637477e-06,BEL,COG
922,,,1.4303317435845003e-05,BEL,COL
923,,,2.4903991526934416e-11,BEL,COM
924,,,0.00010570328029778118,BEL,CPV
925,,,6.513995696680377e-06,BEL,CRI
926,,,5.583195941529402e-06,BEL,CYP
927,,,0.00019753482230021855,BEL,CZE
928,,,0.0061751827347246635,BEL,DEU
929,,,0.00012627783020267863,BEL,DNK
930,,,3.4188877701025692e-06,BEL,ECU
931,,,3.823626206226244e-05,BEL,EGY
932,,,0.0007883807584317688,BEL,ESP
933,,,0.0,BEL,EST
934,,,0.00017237381011274988,BEL,FIN
935,,,6.105813046270865e-10,BEL,FJI
936,,,0.009701924066189816,BEL,FRA
937,,,0.0027006431844424977,BEL,GBR
938,,,4.0835758273343323e-07,BEL,GEO
939,,,7.333132929434712e-06,BEL,GHA
940,,,0.0,BEL,GMB
941,,,5.951188874003075e-05,BEL,GRC
942,,,8.752090917801345e-07,BEL,GTM
943,,,4.7204484237306616e-07,BEL,GUY
944,,,2.1005950782771825e-05,BEL,HKG
945,,,1.9329819978457325e-06,BEL,HND
946,,,1.984555693458676e-05,BEL,HRV
947,,,0.00018788021041857587,BEL,HUN
948,,,9.01815721005426e-06,BEL,IDN
949,,,0.0003213046164524473,BEL,IND
950,,,0.0006307952490110288,BEL,IRL
951,,,3.1315822555033636e-06,BEL,ISL
952,,,0.00014732953709825064,BEL,ISR
953,,,0.0014351289543446573,BEL,ITA
954,,,1.8555565497127446e-08,BEL,JAM
955,,,1.2868679313151208e-06,BEL,JOR
956,,,9.625233467612565e-05,BEL,JPN
957,,,1.5680593638274018e-06,BEL,KAZ
958,,,4.254863458270409e-06,BEL,KEN
959,,,1.387727623173214e-07,BEL,KGZ
960,,,8.05632170906021e-06,BEL,KHM
961,,,2.01350108103362e-05,BEL,KOR
962,,,2.1358649243486288e-07,BEL,KWT
963,,,2.0283461612911105e-07,BEL,LAO
964,,,1.601499084013552e-10,BEL,LCA
965,,,3.744183029963483e-05,BEL,LTU
966,,,0.002154102821770803,BEL,LUX
967,,,1.0286072958904696e-05,BEL,LVA
968,,,3.767109952713173e-09,BEL,MAC
969,,,3.9374077888007214e-05,BEL,MAR
970,,,1.4789274311285648e-07,BEL,MDA
971,,,1.8165244049970824e-06,BEL,MDG
972,,,1.13042934873789e-05,BEL,MEX
973,,,1.1703619509350616e-05,BEL,MKD
974,,,4.781744337644898e-07,BEL,MLT
975,,,1.375647809813995e-06,BEL,MMR
976,,,1.6097464035073124e-09,BEL,MNG
977,,,2.48376038238669e-06,BEL,MRT
978,,,4.709946730364017e-06,BEL,MUS
979,,,1.0363754096712157e-05,BEL,MWI
980,,,8.19877033146695e-06,BEL,MYS
981,,,3.836338689338059e-07,BEL,NAM
982,,,2.3781685087298545e-05,BEL,NGA
983,,,2.9021435178438783e-07,BEL,NIC
984,,,0.01217979234318947,BEL,NLD
985,,,0.00018255507367701435,BEL,NOR
986,,,2.7881840934146028e-06,BEL,NZL
987,,,9.59809761792878e-06,BEL,OAS
988,,,2.762990656406483e-05,BEL,PAK
989,,,7.25668624208744e-06,BEL,PER
990,,,4.294536065433754e-06,BEL,PHL
991,,,0.0005196671790902859,BEL,POL
992,,,0.00013761668284432055,BEL,PRT
993,,,8.526138069712957e-08,BEL,PRY
994,,,9.676876265707032e-06,BEL,QAT
995,,,9.747243522711556e-05,BEL,ROM
996,,,0.00016539836357542262,BEL,RUS
997,,,2.6262443323491138e-06,BEL,RWA
998,,,3.255675643248584e-05,BEL,SAU
999,,,2.2058084006455598e-05,BEL,SEN
1000,,,1.1590461843833982e-05,BEL,SER
1001,,,4.0265377997677004e-05,BEL,SGP
1002,,,1.0321518931178954e-07,BEL,SLV
1003,,,5.412162860940636e-08,BEL,STP
1004,,,5.681741887524955e-06,BEL,SUR
1005,,,3.931030966954761e-05,BEL,SVK
1006,,,2.068489366442262e-05,BEL,SVN
1007,,,0.0006448917231949776,BEL,SWE
1008,,,2.8117353433156976e-09,BEL,SWZ
1009,,,3.924123137628174e-08,BEL,SYC
1010,,,2.3984534925549747e-05,BEL,TGO
1011,,,1.4533719932690633e-05,BEL,THA
1012,,,1.60763235990269e-05,BEL,TUN
1013,,,0.00022291836748374272,BEL,TUR
1014,,,5.469902706580294e-07,BEL,URY
1015,,,0.0013264963860232966,BEL,USA
1016,,,4.933013793854912e-08,BEL,UZB
1017,,,2.0794775816193e-09,BEL,VCT
1018,,,1.453315636503371e-05,BEL,VNM
1019,,,1.8285603726746556e-14,BEL,WSM
1020,,,0.0001734461941996183,BEL,YEM
1021,,,0.00010032098345406162,BEL,ZAF
1022,,,7.310859400363145e-08,BEL,ZMB
1023,,,5.694760594102016e-07,BEL,ZWE
1024,,,1.0433504241249071e-05,BEN,BFA
1025,,,4.917188618996061e-05,BEN,BGR
1026,,,1.5946505110293492e-07,BEN,BIH
1027,,,0.0002920517145462036,BEN,BLR
1028,,,2.4614696167058255e-08,BEN,BRA
1029,,,9.061273593435328e-07,BEN,BWA
1030,,,3.75659200330122e-09,BEN,CAN
1031,,,1.3479591262319502e-08,BEN,CHE
1032,,,5.467973050755906e-06,BEN,CHL
1033,,,6.368884315784796e-05,BEN,CHN
1034,,,6.305650325896384e-05,BEN,CIV
1035,,,2.2454628131113053e-08,BEN,COG
1036,,,1.9523746512586082e-10,BEN,COL
1037,,,7.295213141656746e-09,BEN,COM
1038,,,4.715336416719701e-07,BEN,CRI
1039,,,4.3321994441937156e-05,BEN,CYP
1040,,,1.7707198299511905e-09,BEN,CZE
1041,,,6.005771450424148e-08,BEN,DEU
1042,,,1.1249045512352752e-06,BEN,DNK
1043,,,7.22246218908089e-06,BEN,EGY
1044,,,2.6557777169313536e-07,BEN,ESP
1045,,,0.0,BEN,EST
1046,,,0.00027499226660581896,BEN,EUN
1047,,,1.3698988025645885e-05,BEN,FIN
1048,,,1.1955626267372215e-06,BEN,FRA
1049,,,6.877191650703911e-08,BEN,GBR
1050,,,6.759879321085857e-06,BEN,GHA
1051,,,1.2040179424364775e-05,BEN,GMB
1052,,,6.682050465189438e-05,BEN,GRC
1053,,,0.00010357115409992516,BEN,GTM
1054,,,1.1988737542676156e-10,BEN,HKG
1055,,,2.407918465530022e-05,BEN,HND
1056,,,4.197400714777236e-10,BEN,HRV
1057,,,2.2752136487425056e-05,BEN,HUN
1058,,,1.2322134469743542e-06,BEN,IDN
1059,,,0.0001836144945658787,BEN,IND
1060,,,2.7404763557550583e-09,BEN,IRL
1061,,,4.431829045579184e-05,BEN,ISL
1062,,,6.387757359956381e-08,BEN,ITA
1063,,,1.9106842366122554e-05,BEN,JOR
1064,,,8.035855098053467e-10,BEN,JPN
1065,,,3.783502652671218e-05,BEN,KAZ
1066,,,7.956132586355031e-11,BEN,KEN
1067,,,3.346504509121599e-06,BEN,KHM
1068,,,2.502542130266129e-07,BEN,KOR
1069,,,1.9242423966330734e-10,BEN,KWT
1070,,,0.00013042103554732802,BEN,LTU
1071,,,7.084139031205309e-05,BEN,LUX
1072,,,0.00014647602296863653,BEN,LVA
1073,,,1.4933589732800862e-06,BEN,MAR
1074,,,9.074630233466651e-12,BEN,MDA
1075,,,6.286754926508905e-11,BEN,MDG
1076,,,6.98361717535511e-06,BEN,MEX
1077,,,1.6539186605569245e-06,BEN,MKD
1078,,,0.0004016235255600989,BEN,MMR
1079,,,6.737646292867664e-07,BEN,MRT
1080,,,0.0002080764067343796,BEN,MUS
1081,,,1.1125859842443532e-05,BEN,MYS
1082,,,2.850986291848727e-09,BEN,NAM
1083,,,8.84443724230428e-05,BEN,NGA
1084,,,0.0011043465331876767,BEN,NIC
1085,,,1.5720066970938362e-06,BEN,NLD
1086,,,5.014724544894066e-05,BEN,NOR
1087,,,2.122462902861231e-05,BEN,NZL
1088,,,3.3792368639092536e-06,BEN,OAS
1089,,,7.157534261366643e-07,BEN,PAK
1090,,,7.665250503583075e-06,BEN,PER
1091,,,7.061423463211789e-14,BEN,PHL
1092,,,1.0418406909531134e-08,BEN,POL
1093,,,1.2136516529016574e-07,BEN,PRT
1094,,,3.881320218772421e-06,BEN,PRY
1095,,,0.0,BEN,QAT
1096,,,1.5461011063230791e-12,BEN,ROM
1097,,,1.947712652698534e-08,BEN,RUS
1098,,,4.964568079002045e-10,BEN,RWA
1099,,,2.873753451048875e-10,BEN,SAU
1100,,,9.16062571568848e-06,BEN,SEN
1101,,,8.385096173376654e-06,BEN,SER
1102,,,1.984975929403029e-07,BEN,SGP
1103,,,1.4452042110935846e-10,BEN,SVK
1104,,,1.0946758222862815e-05,BEN,SVN
1105,,,1.0616615901933236e-07,BEN,SWE
1106,,,0.000948175334980707,BEN,TGO
1107,,,1.644544941082538e-06,BEN,THA
1108,,,3.511236767119381e-08,BEN,TUN
1109,,,1.2807614082158448e-05,BEN,TUR
1110,,,0.00010208995619019261,BEN,URY
1111,,,3.495314065654172e-06,BEN,USA
1112,,,0.10379919231414124,BEN,VNM
1113,,,9.297367253627593e-07,BEN,ZAF
1114,,,8.114779294082442e-13,BEN,ZMB
1115,,,6.374796012826201e-10,BFA,BGR
1116,,,8.483723138181688e-06,BFA,BIH
1117,,,8.819056791247388e-10,BFA,BLR
1118,,,1.4570331219849035e-07,BFA,BRA
1119,,,5.124680974360594e-08,BFA,CAN
1120,,,8.362571549172011e-06,BFA,CHE
1121,,,9.515882720135708e-07,BFA,CHL
1122,,,4.415036522854482e-07,BFA,CHN
1123,,,0.0025317082449666573,BFA,CIV
1124,,,3.9499130123895036e-11,BFA,COG
1125,,,2.383882678334845e-06,BFA,COL
1126,,,3.5601759414249366e-06,BFA,CPV
1127,,,2.513213185380273e-05,BFA,CRI
1128,,,0.0,BFA,CYP
1129,,,6.0936070553070646e-09,BFA,CZE
1130,,,2.0868975602117308e-07,BFA,DEU
1131,,,9.685742280542362e-07,BFA,DNK
1132,,,9.079161687799777e-08,BFA,EGY
1133,,,1.1944877016374045e-07,BFA,ESP
1134,,,0.0,BFA,EST
1135,,,0.0003752188889518032,BFA,EUN
1136,,,3.717481898172766e-10,BFA,FIN
1137,,,1.7056350538811916e-05,BFA,FRA
1138,,,6.972463252934562e-07,BFA,GBR
1139,,,8.380985758639793e-05,BFA,GEO
1140,,,0.0004507775911609943,BFA,GHA
1141,,,1.5469925225720017e-05,BFA,GMB
1142,,,1.8907479194713027e-07,BFA,GRC
1143,,,2.2588007946646152e-08,BFA,GTM
1144,,,1.3179084046507474e-08,BFA,HKG
1145,,,2.8453764436249463e-05,BFA,HRV
1146,,,1.4364151085194866e-10,BFA,HUN
1147,,,7.673452053475626e-05,BFA,IDN
1148,,,9.217836620870554e-05,BFA,IND
1149,,,1.4581630585041133e-10,BFA,IRL
1150,,,8.521498857472824e-06,BFA,ISL
1151,,,0.00010378417000218969,BFA,ISR
1152,,,1.11827417656713e-07,BFA,ITA
1153,,,3.748562298964486e-09,BFA,JOR
1154,,,3.6479973877271515e-08,BFA,JPN
1155,,,5.146119859551308e-06,BFA,KAZ
1156,,,4.005331312147402e-09,BFA,KEN
1157,,,6.857711040193487e-13,BFA,KOR
1158,,,2.5882533166880965e-12,BFA,KWT
1159,,,1.7406714001648374e-09,BFA,LTU
1160,,,0.0002664128012843937,BFA,LUX
1161,,,7.159498297259061e-06,BFA,LVA
1162,,,9.152740289026814e-07,BFA,MAR
1163,,,5.875364394850941e-05,BFA,MDA
1164,,,2.076660559639783e-10,BFA,MDG
1165,,,0.0004547644385056025,BFA,MEX
1166,,,8.508253000122032e-07,BFA,MKD
1167,,,6.922844851459736e-11,BFA,MLT
1168,,,0.00023670453233015428,BFA,MMR
1169,,,7.04710732315283e-06,BFA,MNG
1170,,,2.8031338687508774e-07,BFA,MRT
1171,,,0.0015701558847292466,BFA,MUS
1172,,,2.475600265694126e-08,BFA,MYS
1173,,,6.290627356421484e-10,BFA,NAM
1174,,,1.4703209296025159e-09,BFA,NGA
1175,,,4.0058418454804333e-07,BFA,NLD
1176,,,1.3260849668325926e-10,BFA,NOR
1177,,,5.036202610054506e-10,BFA,NZL
1178,,,3.831145957704938e-11,BFA,OAS
1179,,,2.6568260837698673e-12,BFA,PAK
1180,,,5.576273786624343e-14,BFA,PHL
1181,,,7.516374868644758e-10,BFA,POL
1182,,,1.4543042491648122e-10,BFA,PRT
1183,,,3.4581238979976754e-06,BFA,PRY
1184,,,1.4541365967204567e-11,BFA,QAT
1185,,,8.305942349352957e-13,BFA,ROM
1186,,,1.5296340497976537e-09,BFA,RUS
1187,,,1.5097356954818418e-09,BFA,RWA
1188,,,6.119138591928354e-05,BFA,SAU
1189,,,4.903871328233387e-05,BFA,SEN
1190,,,0.0004944685483306154,BFA,SER
1191,,,6.17662735559839e-07,BFA,SGP
1192,,,0.0002776413183277636,BFA,SUR
1193,,,1.1803256535085918e-05,BFA,SVK
1194,,,1.9105728534014852e-06,BFA,SVN
1195,,,5.284667506898473e-09,BFA,SWE
1196,,,3.2397231655277004e-14,BFA,SWZ
1197,,,0.001197057967152297,BFA,TGO
1198,,,2.0899085077360254e-05,BFA,THA
1199,,,1.6108863042441587e-07,BFA,TUN
1200,,,1.9525554034270734e-07,BFA,TUR
1201,,,2.3341522057385866e-05,BFA,URY
1202,,,1.0197728567368792e-07,BFA,USA
1203,,,0.008154202826987356,BFA,VNM
1204,,,3.101502822057155e-07,BFA,ZAF
1205,,,1.8278031404901173e-11,BFA,ZMB
1206,,,6.213511774274624e-07,BFA,ZWE
